Entity_1	Entity_2	Predicted_class
HP_0012830	GO_0009978	no_relation
GO_0009978	HP_0031915	effect
HP_0012830	GO_0009978	effect
GO_0009978	HP_0031915	no_relation
HP_0012830	GO_0040007	no_relation
HP_0031915	GO_0040007	no_relation
HP_0012830	GO_0009606	no_relation
HP_0031915	GO_0009606	no_relation
HP_0002014	GO_0003823	no_relation
HP_0002014	GO_0042571	no_relation
HP_0002014	GO_0042571	no_relation
HP_0002014	GO_0060209	effect
HP_0002014	GO_0042571	no_relation
HP_0002014	GO_0007565	no_relation
HP_0011009	GO_0007565	no_relation
HP_0012828	GO_0007565	no_relation
HP_0002014	GO_0007565	no_relation
HP_0012825	GO_0007565	no_relation
HP_0002014	GO_0007565	no_relation
GO_0007565	HP_0002014	no_relation
GO_0007565	HP_0012824	effect
HP_0002014	GO_0042571	effect
HP_0011009	GO_0042571	effect
HP_0012828	GO_0042571	effect
HP_0002014	GO_0042571	effect
HP_0012825	GO_0042571	effect
HP_0002014	GO_0042571	no_relation
HP_0002014	GO_0042571	effect
GO_0042571	HP_0012824	effect
HP_0002014	GO_0042571	effect
HP_0011009	GO_0042571	effect
HP_0012828	GO_0042571	effect
HP_0002014	GO_0042571	effect
HP_0012825	GO_0042571	effect
HP_0002014	GO_0042571	effect
HP_0002014	GO_0042571	effect
GO_0042571	HP_0012824	effect
HP_0012828	GO_0043657	effect
HP_0012828	GO_0043657	no_relation
HP_0002090	GO_0006955	no_relation
HP_0011009	GO_0006955	no_relation
HP_0012824	GO_0006955	no_relation
HP_0011010	GO_0006955	effect
GO_0006955	HP_0011010	effect
GO_0006955	HP_0032322	no_relation
GO_0006955	HP_0011010	no_relation
GO_0006955	HP_0011010	no_relation
HP_0012740	GO_0000943	no_relation
HP_0012740	GO_0009606	no_relation
HP_0012740	GO_0000943	no_relation
HP_0012740	GO_0000943	no_relation
HP_0012740	GO_0042571	no_relation
HP_0012740	GO_0042571	no_relation
HP_0012740	GO_0042571	no_relation
HP_0012740	GO_0042571	no_relation
HP_0032322	GO_0009405	no_relation
HP_0001909	GO_0040007	no_relation
HP_0002664	GO_0040007	no_relation
GO_0040007	HP_0002664	no_relation
GO_0040007	HP_0002664	no_relation
GO_0040007	HP_0001909	no_relation
GO_0040007	GO_0005488	no_relation
GO_0040007	GO_0005488	no_relation
GO_0040007	HP_0030646	no_relation
GO_0040007	HP_0032322	no_relation
GO_0040007	GO_0005488	no_relation
HP_0002633	GO_0003823	effect
GO_0003823	HP_0040279	no_relation
HP_0002633	GO_0005622	no_relation
HP_0012126	GO_0007050	no_relation
GO_0042571	HP_0001369	no_relation
GO_0042571	HP_0003674	no_relation
GO_0042571	HP_0012835	effect
GO_0042571	HP_0012834	effect
GO_0016021	HP_0003674	no_relation
GO_0016021	HP_0012835	no_relation
GO_0016021	HP_0012834	no_relation
GO_0042571	HP_0003674	no_relation
GO_0042571	HP_0012835	no_relation
GO_0042571	HP_0012834	no_relation
HP_0003674	GO_0005215	no_relation
GO_0005215	HP_0012835	no_relation
GO_0005215	HP_0012834	no_relation
HP_0011009	GO_0004617	no_relation
HP_0003745	GO_0031975	no_relation
GO_0031975	HP_0012830	no_relation
GO_0045087	HP_0032322	no_relation
GO_0045087	HP_0002861	no_relation
HP_0032322	GO_0140374	no_relation
HP_0002861	GO_0140374	no_relation
HP_0012828	GO_0023052	no_relation
HP_0012828	GO_0023052	no_relation
HP_0002088	GO_0023052	no_relation
HP_0020034	GO_0023052	no_relation
HP_0011009	GO_0023052	no_relation
GO_0023052	HP_0025153	no_relation
GO_0023052	HP_0011950	no_relation
GO_0023052	HP_0012828	no_relation
HP_0012828	GO_0009405	no_relation
HP_0012828	GO_0009405	no_relation
HP_0002088	GO_0009405	no_relation
HP_0020034	GO_0009405	no_relation
HP_0011009	GO_0009405	no_relation
GO_0009405	HP_0025153	no_relation
GO_0009405	HP_0011950	no_relation
GO_0009405	HP_0012828	effect
HP_0012828	GO_0023052	no_relation
HP_0012828	GO_0023052	effect
HP_0002088	GO_0023052	effect
HP_0020034	GO_0023052	effect
HP_0011009	GO_0023052	no_relation
HP_0025153	GO_0023052	no_relation
HP_0011950	GO_0023052	no_relation
GO_0023052	HP_0012828	no_relation
HP_0012828	GO_0009405	no_relation
HP_0012828	GO_0009405	no_relation
HP_0002088	GO_0009405	no_relation
HP_0020034	GO_0009405	no_relation
HP_0011009	GO_0009405	no_relation
HP_0025153	GO_0009405	no_relation
HP_0011950	GO_0009405	no_relation
GO_0009405	HP_0012828	no_relation
HP_0012828	GO_0009405	no_relation
HP_0012828	GO_0009405	no_relation
HP_0002088	GO_0009405	no_relation
HP_0020034	GO_0009405	no_relation
HP_0011009	GO_0009405	no_relation
HP_0025153	GO_0009405	no_relation
HP_0011950	GO_0009405	no_relation
HP_0012828	GO_0009405	no_relation
HP_0012828	GO_0009405	no_relation
HP_0012828	GO_0009405	effect
HP_0002088	GO_0009405	effect
HP_0020034	GO_0009405	no_relation
HP_0011009	GO_0009405	no_relation
HP_0025153	GO_0009405	no_relation
HP_0011950	GO_0009405	no_relation
HP_0012828	GO_0009405	effect
HP_0100598	GO_0002524	no_relation
HP_0012835	GO_0002524	no_relation
HP_0020034	GO_0002524	no_relation
GO_0002524	HP_0002664	no_relation
GO_0002524	HP_0000969	no_relation
GO_0002524	HP_0100598	no_relation
GO_0002524	HP_0000969	no_relation
GO_0002524	HP_0011009	no_relation
GO_0002524	HP_0011009	no_relation
HP_0100598	GO_0009405	no_relation
HP_0012835	GO_0009405	no_relation
HP_0020034	GO_0009405	no_relation
HP_0002664	GO_0009405	effect
GO_0009405	HP_0000969	no_relation
GO_0009405	HP_0100598	no_relation
GO_0009405	HP_0000969	no_relation
GO_0009405	HP_0011009	no_relation
GO_0009405	HP_0011009	no_relation
HP_0100598	GO_0005164	no_relation
HP_0012835	GO_0005164	no_relation
HP_0020034	GO_0005164	no_relation
HP_0002664	GO_0005164	no_relation
HP_0000969	GO_0005164	effect
GO_0005164	HP_0100598	no_relation
GO_0005164	HP_0000969	no_relation
GO_0005164	HP_0011009	no_relation
GO_0005164	HP_0011009	no_relation
HP_0100598	GO_0001906	effect
HP_0012835	GO_0001906	no_relation
HP_0020034	GO_0001906	no_relation
HP_0002664	GO_0001906	effect
HP_0000969	GO_0001906	effect
HP_0100598	GO_0001906	no_relation
HP_0000969	GO_0001906	effect
GO_0001906	HP_0011009	no_relation
GO_0001906	HP_0011009	no_relation
HP_0100598	GO_0040007	no_relation
HP_0012835	GO_0040007	no_relation
HP_0002664	GO_0040007	no_relation
HP_0000969	GO_0040007	no_relation
HP_0100598	GO_0040007	no_relation
HP_0000969	GO_0040007	no_relation
HP_0011009	GO_0040007	no_relation
HP_0011009	GO_0040007	no_relation
HP_0012828	GO_0016020	no_relation
HP_0012828	GO_0016020	no_relation
GO_0016020	HP_0002090	no_relation
HP_0012828	GO_0034005	no_relation
HP_0003674	GO_0034005	no_relation
HP_0002094	GO_0034005	no_relation
GO_0034005	HP_0012829	no_relation
GO_0034005	HP_0003674	no_relation
GO_0034005	HP_0012832	no_relation
HP_0003680	HP_0003674	no_relation
HP_0003680	HP_0012824	no_relation
GO_0000003	HP_0003674	no_relation
GO_0000003	HP_0012824	no_relation
HP_0002721	GO_0004617	no_relation
HP_0001909	GO_0004617	no_relation
HP_0002721	GO_0042571	no_relation
HP_0001909	GO_0042571	no_relation
HP_0002721	GO_0004617	no_relation
HP_0001909	GO_0004617	no_relation
GO_0033644	HP_0012115	no_relation
GO_0033644	HP_0010280	no_relation
GO_0033644	HP_0032320	no_relation
GO_0043657	HP_0012115	no_relation
GO_0043657	HP_0032320	no_relation
GO_0016020	HP_0012115	no_relation
GO_0016020	HP_0032320	no_relation
GO_0016020	HP_0032320	no_relation
HP_0012115	GO_0072583	no_relation
GO_0072583	HP_0032320	no_relation
HP_0012115	GO_0005622	effect
HP_0032320	GO_0005622	no_relation
GO_0009289	HP_0002014	effect
GO_0009289	HP_0002014	effect
GO_0009289	HP_0031915	effect
GO_0009289	HP_0031915	no_relation
HP_0002014	GO_0009289	effect
GO_0009289	HP_0002014	effect
GO_0009289	HP_0031915	no_relation
GO_0009289	HP_0031915	no_relation
HP_0002014	GO_0009289	no_relation
GO_0009289	HP_0002014	effect
GO_0009289	HP_0031915	no_relation
GO_0009289	HP_0031915	no_relation
HP_0002014	GO_0005903	no_relation
GO_0005903	HP_0002014	effect
GO_0005903	HP_0031915	effect
GO_0005903	HP_0031915	no_relation
HP_0002014	GO_0008732	no_relation
HP_0002014	GO_0008732	no_relation
HP_0031915	GO_0008732	no_relation
HP_0031915	GO_0008732	no_relation
HP_0002014	GO_0009405	no_relation
HP_0002014	GO_0009405	no_relation
HP_0031915	GO_0009405	no_relation
HP_0031915	GO_0009405	no_relation
HP_0011034	GO_0003823	no_relation
GO_0023052	HP_0025153	no_relation
GO_0023052	HP_0030650	no_relation
HP_0025153	GO_0023052	no_relation
GO_0023052	HP_0030650	no_relation
HP_0025153	GO_0016310	no_relation
GO_0016310	HP_0030650	no_relation
HP_0025153	GO_0016310	no_relation
GO_0016310	HP_0030650	no_relation
HP_0025153	GO_0005925	no_relation
HP_0030650	GO_0005925	no_relation
HP_0025153	GO_0016310	no_relation
HP_0030650	GO_0016310	no_relation
HP_0025153	GO_0016310	no_relation
HP_0030650	GO_0016310	no_relation
HP_0025153	GO_0032774	no_relation
HP_0030650	GO_0032774	no_relation
GO_0010467	HP_0012824	no_relation
GO_0010467	HP_0001394	no_relation
GO_0010467	HP_0001394	no_relation
GO_0010467	HP_0012824	no_relation
GO_0010467	HP_0001394	no_relation
GO_0010467	HP_0001394	no_relation
HP_0012824	GO_0010467	no_relation
HP_0001394	GO_0010467	no_relation
GO_0010467	HP_0001394	effect
HP_0012824	GO_0042116	no_relation
HP_0001394	GO_0042116	no_relation
HP_0001394	GO_0042116	no_relation
HP_0012824	GO_0006629	no_relation
HP_0001394	GO_0006629	no_relation
HP_0001394	GO_0006629	no_relation
HP_0012824	HP_0025464	no_relation
HP_0001394	HP_0025464	no_relation
HP_0001394	HP_0025464	no_relation
HP_0001394	GO_0010467	no_relation
HP_0001394	GO_0006629	effect
HP_0001394	GO_0042116	no_relation
HP_0001394	GO_0031012	no_relation
GO_0075523	HP_0030645	no_relation
GO_0006412	HP_0030645	effect
GO_0016020	HP_0012115	no_relation
GO_0005622	HP_0012115	no_relation
GO_0005622	HP_0012115	effect
HP_0012115	GO_0005783	effect
GO_0005783	HP_0012115	effect
HP_0012115	GO_0005791	no_relation
GO_0005791	HP_0012115	effect
HP_0012115	GO_0005739	no_relation
GO_0005739	HP_0012115	effect
HP_0012115	GO_0016020	effect
GO_0016020	HP_0012115	effect
HP_0012115	GO_0016020	effect
GO_0016020	HP_0012115	effect
HP_0012115	GO_0005789	no_relation
GO_0005789	HP_0012115	no_relation
HP_0012115	GO_0005789	effect
GO_0005789	HP_0012115	effect
HP_0012115	GO_0016020	no_relation
GO_0016020	HP_0012115	no_relation
GO_0006914	HP_0011009	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	effect
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0011009	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	effect
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
HP_0011009	GO_0005776	no_relation
HP_0100806	GO_0005776	no_relation
HP_0100806	GO_0005776	no_relation
GO_0005776	HP_0100806	effect
GO_0005776	HP_0100806	no_relation
GO_0005776	HP_0100806	no_relation
HP_0011009	GO_0005764	no_relation
HP_0100806	GO_0005764	no_relation
HP_0100806	GO_0005764	no_relation
GO_0005764	HP_0100806	effect
GO_0005764	HP_0100806	no_relation
GO_0005764	HP_0100806	no_relation
HP_0011009	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
HP_0011009	GO_0006914	effect
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	effect
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
HP_0011009	GO_0006914	effect
HP_0100806	GO_0006914	effect
HP_0100806	GO_0006914	effect
HP_0100806	GO_0006914	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
HP_0011009	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
HP_0011009	GO_0000045	no_relation
HP_0100806	GO_0000045	no_relation
HP_0100806	GO_0000045	no_relation
HP_0100806	GO_0000045	no_relation
GO_0000045	HP_0100806	no_relation
GO_0000045	HP_0100806	no_relation
HP_0011009	GO_0044754	no_relation
HP_0100806	GO_0044754	no_relation
HP_0100806	GO_0044754	no_relation
HP_0100806	GO_0044754	no_relation
GO_0044754	HP_0100806	no_relation
GO_0044754	HP_0100806	no_relation
HP_0011009	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
GO_0006914	HP_0100806	no_relation
GO_0006914	HP_0100806	no_relation
HP_0011009	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
GO_0006914	HP_0100806	effect
GO_0006914	HP_0100806	no_relation
HP_0011009	GO_0009056	no_relation
HP_0100806	GO_0009056	no_relation
HP_0100806	GO_0009056	no_relation
HP_0100806	GO_0009056	no_relation
HP_0100806	GO_0009056	no_relation
GO_0009056	HP_0100806	no_relation
HP_0011009	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
HP_0100806	GO_0006914	no_relation
GO_0006914	HP_0100806	no_relation
HP_0003560	GO_0023052	effect
GO_0023052	HP_0003560	effect
HP_0003560	GO_0023052	effect
GO_0023052	HP_0003560	effect
GO_0009405	HP_0012828	no_relation
GO_0005488	HP_0003680	effect
GO_0005488	HP_0003680	effect
GO_0040007	HP_0002721	no_relation
GO_0007586	HP_0040279	effect
HP_0040282	GO_0005840	effect
HP_0002014	GO_0002385	effect
GO_0002385	HP_0031915	no_relation
HP_0002014	GO_0019013	effect
HP_0031915	GO_0019013	effect
HP_0012115	GO_0043657	effect
HP_0011009	GO_0043657	effect
HP_0012828	GO_0001171	effect
HP_0001945	GO_0001171	effect
HP_0003124	HP_0025464	no_relation
HP_0025464	HP_0040279	no_relation
HP_0003124	HP_0025464	no_relation
HP_0025464	HP_0040279	no_relation
HP_0003124	GO_0007049	no_relation
HP_0003124	GO_0007049	no_relation
GO_0007049	HP_0040279	no_relation
HP_0003124	GO_0006281	no_relation
HP_0040279	GO_0006281	no_relation
HP_0012387	GO_0009405	effect
HP_0030645	GO_0120121	effect
HP_0012387	GO_0009606	no_relation
GO_0009606	HP_0025153	no_relation
GO_0009606	HP_0012387	no_relation
HP_0030645	GO_0070085	no_relation
HP_0012825	GO_0042571	no_relation
HP_0012828	GO_0042571	no_relation
HP_0012828	GO_0042571	no_relation
HP_0030828	GO_0042571	no_relation
HP_0002099	GO_0042571	no_relation
HP_0011009	GO_0042571	no_relation
GO_0042571	HP_0006528	no_relation
GO_0007568	HP_0025153	no_relation
GO_0007568	HP_0025153	no_relation
HP_0025153	GO_0046776	no_relation
HP_0025153	GO_0009405	no_relation
HP_0031915	GO_0001816	no_relation
HP_0031915	GO_0001816	no_relation
GO_0001816	HP_0011009	no_relation
GO_0001816	HP_0030646	no_relation
GO_0001816	HP_0011009	no_relation
HP_0031915	GO_0040007	effect
HP_0031915	GO_0040007	effect
HP_0011009	GO_0040007	effect
GO_0040007	HP_0030646	no_relation
GO_0040007	HP_0011009	no_relation
HP_0031915	GO_0023052	no_relation
HP_0031915	GO_0023052	effect
HP_0011009	GO_0023052	no_relation
GO_0023052	HP_0030646	no_relation
GO_0023052	HP_0011009	no_relation
HP_0031915	GO_0007613	no_relation
HP_0031915	GO_0007613	no_relation
HP_0011009	GO_0007613	no_relation
HP_0030646	GO_0007613	no_relation
GO_0007613	HP_0011009	no_relation
HP_0031915	GO_0007613	no_relation
HP_0031915	GO_0007613	no_relation
HP_0030646	GO_0007613	no_relation
HP_0031915	GO_0009058	no_relation
HP_0031915	GO_0009058	effect
HP_0011009	GO_0009058	no_relation
HP_0030646	GO_0009058	no_relation
GO_0009058	HP_0011009	no_relation
HP_0031915	GO_0019933	no_relation
HP_0031915	GO_0019933	no_relation
HP_0011009	GO_0019933	no_relation
HP_0030646	GO_0019933	no_relation
GO_0019933	HP_0011009	no_relation
HP_0031915	GO_0004016	no_relation
HP_0031915	GO_0004016	no_relation
HP_0030646	GO_0004016	no_relation
GO_0004016	HP_0011009	no_relation
HP_0031915	GO_0009058	no_relation
HP_0031915	GO_0009058	no_relation
HP_0011009	GO_0009058	no_relation
HP_0030646	GO_0009058	no_relation
GO_0009058	HP_0011009	no_relation
HP_0031915	GO_0009058	no_relation
HP_0031915	GO_0009058	no_relation
HP_0011009	GO_0009058	no_relation
HP_0030646	GO_0009058	no_relation
GO_0009058	HP_0011009	no_relation
HP_0031915	GO_0009058	no_relation
HP_0031915	GO_0009058	no_relation
HP_0011009	GO_0009058	no_relation
HP_0030646	GO_0009058	no_relation
GO_0009058	HP_0011009	effect
HP_0002090	GO_0010467	no_relation
HP_0002093	GO_0010467	no_relation
HP_0012828	GO_0010467	effect
HP_0002090	GO_0005576	no_relation
HP_0002093	GO_0005576	no_relation
HP_0012828	GO_0005576	no_relation
GO_0046794	HP_0011948	no_relation
GO_0042592	HP_0001510	no_relation
GO_0042592	HP_0002664	no_relation
GO_0042592	HP_0002664	no_relation
GO_0009058	HP_0001510	no_relation
GO_0009058	HP_0002664	no_relation
GO_0009058	HP_0002664	no_relation
GO_0023052	HP_0001510	effect
GO_0023052	HP_0002664	no_relation
GO_0023052	HP_0002664	no_relation
GO_0004345	HP_0001510	effect
GO_0004345	HP_0002664	no_relation
GO_0004345	HP_0002664	no_relation
GO_0040007	HP_0001510	no_relation
GO_0040007	HP_0002664	no_relation
GO_0040007	HP_0002664	no_relation
HP_0001510	GO_0040007	no_relation
GO_0040007	HP_0002664	no_relation
GO_0040007	HP_0002664	effect
HP_0001510	GO_0004345	no_relation
GO_0004345	HP_0002664	no_relation
GO_0004345	HP_0002664	no_relation
HP_0001510	GO_0008283	effect
GO_0008283	HP_0002664	no_relation
GO_0008283	HP_0002664	no_relation
HP_0001510	GO_0023052	no_relation
GO_0023052	HP_0002664	no_relation
GO_0023052	HP_0002664	no_relation
HP_0001635	GO_0009405	effect
GO_0009405	HP_0002861	no_relation
HP_0001635	GO_0005634	no_relation
GO_0005634	HP_0002861	no_relation
HP_0001635	GO_0042592	no_relation
GO_0042592	HP_0002861	no_relation
HP_0000739	GO_0004345	no_relation
HP_0000739	GO_0004345	no_relation
HP_0000739	GO_0004691	no_relation
HP_0000739	GO_0004345	no_relation
GO_0048018	HP_0032245	effect
GO_0048018	HP_0002180	no_relation
GO_0070527	HP_0032245	effect
GO_0070527	HP_0002180	no_relation
GO_0040007	HP_0032245	no_relation
GO_0040007	HP_0002180	no_relation
HP_0032245	GO_0042167	no_relation
HP_0002180	GO_0042167	no_relation
GO_0010467	HP_0031915	no_relation
GO_0010467	HP_0031915	no_relation
GO_0010467	HP_0031915	no_relation
GO_0010467	HP_0031915	no_relation
GO_0010467	HP_0031915	no_relation
GO_0010467	HP_0031915	no_relation
GO_0010467	HP_0031915	no_relation
GO_0010467	HP_0031915	no_relation
HP_0031915	GO_0005840	no_relation
HP_0031915	GO_0005840	no_relation
GO_0005840	HP_0031915	no_relation
GO_0005840	HP_0031915	no_relation
GO_0005840	HP_0031915	no_relation
GO_0005840	HP_0031915	no_relation
GO_0005840	HP_0031915	no_relation
GO_0005840	HP_0031915	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0030703	no_relation
HP_0031915	GO_0030703	no_relation
HP_0031915	GO_0030703	no_relation
HP_0031915	GO_0030703	no_relation
HP_0031915	GO_0030703	no_relation
HP_0031915	GO_0030703	no_relation
HP_0031915	GO_0030703	effect
HP_0031915	GO_0030703	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	no_relation
HP_0031915	GO_0010467	effect
HP_0031915	GO_0010467	no_relation
HP_0011009	GO_0007613	no_relation
GO_0007613	HP_0030646	effect
GO_0007613	HP_0025153	no_relation
HP_0011009	GO_0007613	no_relation
GO_0007613	HP_0030646	no_relation
GO_0007613	HP_0025153	no_relation
HP_0011009	GO_0007613	no_relation
