Entity_1	Entity_2	Predicted_class
diarrhea	gestation	no_relation
mild	gestation	no_relation
diarrhea	gestation	no_relation
gestation	diarrhea	no_relation
gestation	severity	effect
diarrhea	antibody	effect
acute	antibody	effect
severe	antibody	effect
diarrhea	antibody	effect
mild	antibody	effect
diarrhea	antibody	no_relation
diarrhea	antibody	effect
antibody	severity	effect
diarrhea	antibody	effect
acute	antibody	effect
severe	antibody	effect
diarrhea	antibody	effect
mild	antibody	effect
diarrhea	antibody	effect
diarrhea	antibody	effect
antibody	severity	effect
severe	host cell	effect
severe	host cell	no_relation
pneumonia	immune response	no_relation
acute	immune response	no_relation
severity	immune response	no_relation
chronic	immune response	effect
immune response	chronic	effect
immune response	healthy	no_relation
immune response	chronic	no_relation
immune response	chronic	no_relation
papilloma	VLP	no_relation
papilloma	tropism	no_relation
papilloma	VLP	no_relation
papilloma	VLP	no_relation
papilloma	antibody	no_relation
papilloma	antibody	no_relation
papilloma	antibody	no_relation
papilloma	antibody	no_relation
healthy	pathogenesis	no_relation
leukemia	growth	no_relation
tumor	growth	no_relation
growth	tumor	no_relation
growth	tumor	no_relation
growth	leukemia	no_relation
growth	binding	no_relation
growth	binding	no_relation
growth	peripheral	no_relation
growth	healthy	no_relation
growth	binding	no_relation
vasculitis	immunoglobulin	effect
immunoglobulin	frequency	no_relation
vasculitis	intracellular	no_relation
gastric cancer	cell cycle arrest	no_relation
Antibody	Arthritis	no_relation
antibody	onset	no_relation
antibody	Left	effect
antibody	Right	effect
transmembrane	onset	no_relation
transmembrane	Left	no_relation
transmembrane	Right	no_relation
antibody	onset	no_relation
antibody	Left	no_relation
antibody	Right	no_relation
onset	carrier	no_relation
carrier	Left	no_relation
carrier	Right	no_relation
acute	sera	no_relation
sporadic	envelope	no_relation
envelope	position	no_relation
innate immune response	healthy	no_relation
innate immune response	melanoma	no_relation
healthy	antiviral innate immune response	no_relation
melanoma	antiviral innate immune response	no_relation
Severe	signaling	no_relation
severe	signaling	no_relation
lung disease	signaling	no_relation
diffuse	signaling	no_relation
acute	signaling	no_relation
signaling	transient	no_relation
signaling	bronchiolitis	no_relation
signaling	severe	no_relation
Severe	pathogenesis	no_relation
severe	pathogenesis	no_relation
lung disease	pathogenesis	no_relation
diffuse	pathogenesis	no_relation
acute	pathogenesis	no_relation
pathogenesis	transient	no_relation
pathogenesis	bronchiolitis	no_relation
pathogenesis	severe	effect
Severe	signaling	no_relation
severe	signaling	effect
lung disease	signaling	effect
diffuse	signaling	effect
acute	signaling	no_relation
transient	signaling	no_relation
bronchiolitis	signaling	no_relation
signaling	severe	no_relation
Severe	pathogenesis	no_relation
severe	pathogenesis	no_relation
lung disease	pathogenesis	no_relation
diffuse	pathogenesis	no_relation
acute	pathogenesis	no_relation
transient	pathogenesis	no_relation
bronchiolitis	pathogenesis	no_relation
pathogenesis	severe	no_relation
Severe	pathogenesis	no_relation
severe	pathogenesis	no_relation
lung disease	pathogenesis	no_relation
diffuse	pathogenesis	no_relation
acute	pathogenesis	no_relation
transient	pathogenesis	no_relation
bronchiolitis	pathogenesis	no_relation
severe	pathogenesis	no_relation
Severe	Pathogenesis	no_relation
severe	Pathogenesis	effect
lung disease	Pathogenesis	effect
diffuse	Pathogenesis	no_relation
acute	Pathogenesis	no_relation
transient	Pathogenesis	no_relation
bronchiolitis	Pathogenesis	no_relation
severe	Pathogenesis	effect
Pulmonary edema	hypersensitivity	no_relation
left	hypersensitivity	no_relation
diffuse	hypersensitivity	no_relation
hypersensitivity	tumor	no_relation
hypersensitivity	edema	no_relation
hypersensitivity	pulmonary edema	no_relation
hypersensitivity	edema	no_relation
hypersensitivity	acute	no_relation
hypersensitivity	acute	no_relation
Pulmonary edema	pathogenesis	no_relation
left	pathogenesis	no_relation
diffuse	pathogenesis	no_relation
tumor	pathogenesis	effect
pathogenesis	edema	no_relation
pathogenesis	pulmonary edema	no_relation
pathogenesis	edema	no_relation
pathogenesis	acute	no_relation
pathogenesis	acute	no_relation
Pulmonary edema	TNF receptor binding	no_relation
left	TNF receptor binding	no_relation
diffuse	TNF receptor binding	no_relation
tumor	TNF receptor binding	no_relation
edema	TNF receptor binding	effect
TNF receptor binding	pulmonary edema	no_relation
TNF receptor binding	edema	no_relation
TNF receptor binding	acute	no_relation
TNF receptor binding	acute	no_relation
Pulmonary edema	necrosis	effect
left	necrosis	no_relation
diffuse	necrosis	no_relation
tumor	necrosis	effect
edema	necrosis	effect
pulmonary edema	necrosis	no_relation
edema	necrosis	effect
necrosis	acute	no_relation
necrosis	acute	no_relation
Pulmonary edema	growth	no_relation
left	growth	no_relation
tumor	growth	no_relation
edema	growth	no_relation
pulmonary edema	growth	no_relation
edema	growth	no_relation
acute	growth	no_relation
acute	growth	no_relation
severe	membrane	no_relation
severe	membrane	no_relation
membrane	pneumonia	no_relation
severe	gas	no_relation
onset	gas	no_relation
dyspnea	gas	no_relation
gas	profound	no_relation
gas	onset	no_relation
gas	bilateral	no_relation
stationary	onset	no_relation
stationary	Severity	no_relation
reproduction	onset	no_relation
reproduction	Severity	no_relation
immunodeficiency	sera	no_relation
leukemia	sera	no_relation
immunodeficiency	antibody	no_relation
leukemia	antibody	no_relation
immunodeficiency	sera	no_relation
leukemia	sera	no_relation
host cell membrane	hepatitis	no_relation
host cell membrane	stomatitis	no_relation
host cell membrane	affected	no_relation
host cell	hepatitis	no_relation
host cell	affected	no_relation
membrane	hepatitis	no_relation
membrane	affected	no_relation
membrane	affected	no_relation
hepatitis	clathrin-mediated endocytosis	no_relation
clathrin-mediated endocytosis	affected	no_relation
hepatitis	intracellular	effect
affected	intracellular	no_relation
fimbriae	diarrhoea	effect
fimbriae	diarrhoea	effect
fimbriae	stable	effect
fimbriae	stable	no_relation
diarrhoea	fimbriae	effect
fimbriae	diarrhoea	effect
fimbriae	stable	no_relation
fimbriae	stable	no_relation
diarrhoea	fimbriae	no_relation
fimbriae	diarrhoea	effect
fimbriae	stable	no_relation
fimbriae	stable	no_relation
diarrhoea	brush border	no_relation
brush border	diarrhoea	effect
brush border	stable	effect
brush border	stable	no_relation
diarrhoea	LTaa	no_relation
diarrhoea	LTaa	no_relation
stable	LTaa	no_relation
stable	LTaa	no_relation
diarrhoea	pathogenesis	no_relation
diarrhoea	pathogenesis	no_relation
stable	pathogenesis	no_relation
stable	pathogenesis	no_relation
amyloidosis	immunoglobulin	no_relation
signaling	transient	no_relation
signaling	focal	no_relation
transient	signaling	no_relation
signaling	focal	no_relation
transient	phosphorylation	no_relation
phosphorylation	focal	no_relation
transient	phosphorylation	no_relation
phosphorylation	focal	no_relation
transient	focal adhesion	no_relation
focal	focal adhesion	no_relation
transient	phosphorylation	no_relation
focal	phosphorylation	no_relation
transient	phosphorylation	no_relation
focal	phosphorylation	no_relation
transient	RNA synthesis	no_relation
focal	RNA synthesis	no_relation
gene expression	severity	no_relation
gene expression	cirrhosis	no_relation
gene expression	cirrhosis	no_relation
gene expression	severity	no_relation
gene expression	cirrhosis	no_relation
gene expression	cirrhosis	no_relation
severity	gene expression	no_relation
cirrhosis	gene expression	no_relation
gene expression	cirrhosis	effect
severity	macrophage activation	no_relation
cirrhosis	macrophage activation	no_relation
cirrhosis	macrophage activation	no_relation
severity	lipid metabolism	no_relation
cirrhosis	lipid metabolism	no_relation
cirrhosis	lipid metabolism	no_relation
severity	oxidative stress	no_relation
cirrhosis	oxidative stress	no_relation
cirrhosis	oxidative stress	no_relation
liver cirrhosis	gene expression	no_relation
liver cirrhosis	lipid metabolism	effect
liver cirrhosis	macrophage activation	no_relation
liver cirrhosis	extracellular matrix	no_relation
ribosomal frameshifting	central	no_relation
translation	central	effect
Membrane	Hepatitis	no_relation
intracellular	hepatitis	no_relation
intracellular	Hepatitis	effect
hepatitis	endoplasmic reticulum	effect
endoplasmic reticulum	Hepatitis	effect
hepatitis	rough ER	no_relation
rough ER	Hepatitis	effect
hepatitis	mitochondria	no_relation
mitochondria	Hepatitis	effect
hepatitis	membrane	effect
membrane	Hepatitis	effect
hepatitis	membrane	effect
membrane	Hepatitis	effect
hepatitis	ER membrane	no_relation
ER membrane	Hepatitis	no_relation
hepatitis	ER membrane	effect
ER membrane	Hepatitis	effect
hepatitis	Membrane	no_relation
Membrane	Hepatitis	no_relation
Autophagy	acute	no_relation
Autophagy	sepsis	no_relation
Autophagy	Sepsis	no_relation
Autophagy	sepsis	effect
Autophagy	sepsis	no_relation
Autophagy	sepsis	no_relation
autophagy	acute	no_relation
autophagy	sepsis	no_relation
autophagy	Sepsis	no_relation
autophagy	sepsis	effect
autophagy	sepsis	no_relation
autophagy	sepsis	no_relation
acute	autophagosome	no_relation
sepsis	autophagosome	no_relation
Sepsis	autophagosome	no_relation
autophagosome	sepsis	effect
autophagosome	sepsis	no_relation
autophagosome	sepsis	no_relation
acute	lysosome	no_relation
sepsis	lysosome	no_relation
Sepsis	lysosome	no_relation
lysosome	sepsis	effect
lysosome	sepsis	no_relation
lysosome	sepsis	no_relation
acute	autophagy	no_relation
Sepsis	autophagy	no_relation
autophagy	sepsis	no_relation
autophagy	sepsis	no_relation
autophagy	sepsis	no_relation
acute	autophagy	effect
sepsis	autophagy	no_relation
Sepsis	autophagy	effect
autophagy	sepsis	no_relation
autophagy	sepsis	no_relation
autophagy	sepsis	no_relation
acute	autophagy	effect
sepsis	autophagy	effect
Sepsis	autophagy	effect
sepsis	autophagy	no_relation
autophagy	sepsis	no_relation
autophagy	sepsis	no_relation
acute	Autophagy	no_relation
sepsis	Autophagy	no_relation
Sepsis	Autophagy	no_relation
sepsis	Autophagy	no_relation
Autophagy	sepsis	no_relation
Autophagy	sepsis	no_relation
acute	Autophagosome formation	no_relation
sepsis	Autophagosome formation	no_relation
Sepsis	Autophagosome formation	no_relation
sepsis	Autophagosome formation	no_relation
Autophagosome formation	sepsis	no_relation
Autophagosome formation	sepsis	no_relation
acute	Autolysosome	no_relation
sepsis	Autolysosome	no_relation
Sepsis	Autolysosome	no_relation
sepsis	Autolysosome	no_relation
Autolysosome	sepsis	no_relation
Autolysosome	sepsis	no_relation
acute	autophagy	no_relation
sepsis	autophagy	no_relation
Sepsis	autophagy	no_relation
sepsis	autophagy	no_relation
autophagy	sepsis	no_relation
autophagy	sepsis	no_relation
acute	Autophagy	no_relation
sepsis	Autophagy	no_relation
Sepsis	Autophagy	no_relation
sepsis	Autophagy	no_relation
Autophagy	sepsis	effect
Autophagy	sepsis	no_relation
acute	degradation	no_relation
sepsis	degradation	no_relation
Sepsis	degradation	no_relation
sepsis	degradation	no_relation
sepsis	degradation	no_relation
degradation	sepsis	no_relation
acute	autophagy	no_relation
sepsis	autophagy	no_relation
Sepsis	autophagy	no_relation
sepsis	autophagy	no_relation
sepsis	autophagy	no_relation
autophagy	sepsis	no_relation
muscular dystrophy	signaling	effect
signaling	muscular dystrophy	effect
muscular dystrophy	signaling	effect
signaling	muscular dystrophy	effect
pathogenesis	severe	no_relation
binding	stationary	effect
binding	stationary	effect
growth	immunodeficiency	no_relation
digestion	frequency	effect
frequent	ribosomal RNA	effect
diarrhea	mucosal immune response	effect
mucosal immune response	stable	no_relation
diarrhea	nucleocapsid	effect
stable	nucleocapsid	effect
hepatitis	host cell	effect
acute	host cell	effect
severe	reverse transcription	effect
fever	reverse transcription	effect
hypercholesterolemia	oxidative stress	no_relation
oxidative stress	frequency	no_relation
hypercholesterolemia	oxidative stress	no_relation
oxidative stress	frequency	no_relation
hypercholesterolemia	cell cycle	no_relation
hypercholesterolemia	cell cycle	no_relation
cell cycle	frequency	no_relation
hypercholesterolemia	DNA repair	no_relation
frequency	DNA repair	no_relation
bronchitis	pathogenesis	effect
Central	tac	effect
bronchitis	tropism	no_relation
tropism	transient	no_relation
tropism	Bronchitis	no_relation
central	glycosylation	no_relation
mild	antibody	no_relation
severe	antibody	no_relation
severe	antibody	no_relation
wheezing	antibody	no_relation
asthma	antibody	no_relation
acute	antibody	no_relation
antibody	chronic lung disease	no_relation
Aging	transient	no_relation
aging	transient	no_relation
transient	major histocompatibility complex	no_relation
transient	pathogenesis	no_relation
stable	cytokine production	no_relation
stable	cytokine production	no_relation
cytokine production	acute	no_relation
cytokine production	peripheral	no_relation
cytokine production	acute	no_relation
stable	growth	effect
stable	growth	effect
acute	growth	effect
growth	peripheral	no_relation
growth	acute	no_relation
stable	Signaling	no_relation
stable	Signaling	effect
acute	Signaling	no_relation
Signaling	peripheral	no_relation
Signaling	acute	no_relation
stable	memory	no_relation
stable	memory	no_relation
acute	memory	no_relation
peripheral	memory	no_relation
memory	acute	no_relation
stable	memory	no_relation
stable	memory	no_relation
peripheral	memory	no_relation
stable	synthesis	no_relation
stable	synthesis	effect
acute	synthesis	no_relation
peripheral	synthesis	no_relation
synthesis	acute	no_relation
stable	cAMP signaling	no_relation
stable	cAMP signaling	no_relation
acute	cAMP signaling	no_relation
peripheral	cAMP signaling	no_relation
cAMP signaling	acute	no_relation
stable	adenylyl cyclase activity	no_relation
stable	adenylyl cyclase activity	no_relation
peripheral	adenylyl cyclase activity	no_relation
adenylyl cyclase activity	acute	no_relation
stable	synthesis	no_relation
stable	synthesis	no_relation
acute	synthesis	no_relation
peripheral	synthesis	no_relation
synthesis	acute	no_relation
stable	synthesis	no_relation
stable	synthesis	no_relation
acute	synthesis	no_relation
peripheral	synthesis	no_relation
synthesis	acute	no_relation
stable	synthesis	no_relation
stable	synthesis	no_relation
acute	synthesis	no_relation
peripheral	synthesis	no_relation
synthesis	acute	effect
pneumonia	gene expression	no_relation
progressive respiratory failure	gene expression	no_relation
severe	gene expression	effect
pneumonia	extracellular	no_relation
progressive respiratory failure	extracellular	no_relation
severe	extracellular	no_relation
viral transport	acute respiratory tract infection	no_relation
homeostasis	growth retardation	no_relation
homeostasis	cancer	no_relation
homeostasis	cancer	no_relation
biosynthesis	growth retardation	no_relation
biosynthesis	cancer	no_relation
biosynthesis	cancer	no_relation
signaling	growth retardation	effect
signaling	cancer	no_relation
signaling	cancer	no_relation
G6PD activity	growth retardation	effect
G6PD activity	cancer	no_relation
G6PD activity	cancer	no_relation
growth	growth retardation	no_relation
growth	cancer	no_relation
growth	cancer	no_relation
growth retardation	growth	no_relation
growth	cancer	no_relation
growth	cancer	effect
growth retardation	G6PD activity	no_relation
G6PD activity	cancer	no_relation
G6PD activity	cancer	no_relation
growth retardation	cell proliferation	effect
cell proliferation	cancer	no_relation
cell proliferation	cancer	no_relation
growth retardation	signaling	no_relation
signaling	cancer	no_relation
signaling	cancer	no_relation
heart failure	pathogenesis	effect
pathogenesis	melanoma	no_relation
heart failure	nucleus	no_relation
nucleus	melanoma	no_relation
heart failure	homeostasis	no_relation
homeostasis	melanoma	no_relation
anxiety	G6PD activity	no_relation
anxiety	G6PD activity	no_relation
anxiety	PKA	no_relation
anxiety	G6PD activity	no_relation
signaling molecule	abnormal metabolism	effect
signaling molecule	neurodegeneration	no_relation
platelet aggregation	abnormal metabolism	effect
platelet aggregation	neurodegeneration	no_relation
growth	abnormal metabolism	no_relation
growth	neurodegeneration	no_relation
abnormal metabolism	heme catabolism	no_relation
neurodegeneration	heme catabolism	no_relation
gene expression	stable	no_relation
gene expression	stable	no_relation
gene expression	stable	no_relation
gene expression	stable	no_relation
gene expression	stable	no_relation
gene expression	stable	no_relation
gene expression	stable	no_relation
gene expression	stable	no_relation
stable	ribosomal RNA	no_relation
stable	ribosomal RNA	no_relation
ribosomal RNA	stable	no_relation
ribosomal RNA	stable	no_relation
ribosomal RNA	stable	no_relation
ribosomal RNA	stable	no_relation
ribosomal RNA	stable	no_relation
ribosomal RNA	stable	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	eggshell formation	no_relation
stable	eggshell formation	no_relation
stable	eggshell formation	no_relation
stable	eggshell formation	no_relation
stable	eggshell formation	no_relation
stable	eggshell formation	no_relation
stable	eggshell formation	effect
stable	eggshell formation	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	no_relation
stable	gene expression	effect
stable	gene expression	no_relation
acute	memory	no_relation
memory	peripheral	effect
memory	transient	no_relation
acute	memory	no_relation
memory	peripheral	no_relation
memory	transient	no_relation
acute	memory	no_relation
memory	peripheral	no_relation
memory	transient	no_relation
acute	memory	no_relation
peripheral	memory	no_relation
memory	transient	no_relation
acute	memory	no_relation
peripheral	memory	no_relation
transient	memory	no_relation
severe	reproduction	effect
onset	reproduction	no_relation
reproduction	onset	no_relation
severe	growth	no_relation
growth	onset	no_relation
onset	reproduction	no_relation
reproduction	central	no_relation
reproduction	affected	no_relation
Hepatitis	Transport	no_relation
hepatitis	transport	no_relation
transport	binding	no_relation
hepatitis	transmembrane	no_relation
transmembrane	binding	no_relation
hepatitis	transport	no_relation
transport	binding	no_relation
hepatitis	membrane	no_relation
membrane	binding	effect
hepatitis	transport	no_relation
transport	binding	effect
Immunodeficiency	immunoglobulin	no_relation
facial anomaly	immunoglobulin	no_relation
autosomal recessive	immunoglobulin	no_relation
immunodeficiency	immunoglobulin	no_relation
recurrent	immunoglobulin	no_relation
recurrent pulmonary infections	immunoglobulin	no_relation
agammaglobulinemia	immunoglobulin	no_relation
healthy	immunoglobulin	no_relation
acute	immunoglobulin	no_relation
stable	immunoglobulin	no_relation
peripheral	immunoglobulin	no_relation
immunoglobulin	severe	no_relation
immunoglobulin	immunodeficiency	no_relation
immunoglobulin	facial anomaly	no_relation
immunoglobulin	immunodeficiency	no_relation
acute	antiviral response	effect
antiviral response	intensity	effect
antiviral response	chronic	effect
antiviral response	intensity	effect
acute	cell death	no_relation
intensity	cell death	no_relation
intensity	cell death	no_relation
melanoma	mitochondrial	no_relation
melanoma	signalling	no_relation
melanoma	phosphorylation	no_relation
melanoma	signaling	no_relation
melanoma	phosphorylation	no_relation
melanoma	JNK	no_relation
melanoma	signaling	no_relation
melanoma	cytoskeleton	no_relation
melanoma	cell death	no_relation
hepatitis	envelope	no_relation
hepatitis	envelope	no_relation
severe	envelope	no_relation
hepatitis	envelope	no_relation
hepatitis	envelope	no_relation
severe	envelope	no_relation
hepatitis	transmembrane	no_relation
hepatitis	transmembrane	no_relation
severe	transmembrane	no_relation
hepatitis	viral infection	no_relation
severe	viral infection	no_relation
severe	membrane fusion	effect
virion	stomatitis	no_relation
gene expression	stable	effect
gene expression	stable	no_relation
gene expression	stable	no_relation
reverse transcription	stable	effect
reverse transcription	stable	no_relation
reverse transcription	stable	no_relation
stable	ubiquitin	effect
ubiquitin	stable	no_relation
ubiquitin	stable	no_relation
Necrosis	stable	no_relation
Necrosis	stable	no_relation
hepatitis	RNA interference	no_relation
RNA interference	affected	no_relation
hepatitis	viral protein synthesis	no_relation
viral protein synthesis	affected	no_relation
type 1 diabetes	cellular localization	no_relation
cellular localization	Migratory	no_relation
cellular localization	heterogeneous	no_relation
cellular localization	shock	no_relation
type 1 diabetes	signaling	effect
Migratory	signaling	no_relation
signaling	heterogeneous	no_relation
signaling	shock	no_relation
type 1 diabetes	proteasome activator complex	effect
Migratory	proteasome activator complex	no_relation
proteasome activator complex	heterogeneous	no_relation
proteasome activator complex	shock	no_relation
immune cell migration	type 1 diabetes	no_relation
angiogenesis	type 1 diabetes	no_relation
central	myelin sheath	effect
myelin sheath	Autoimmunity	effect
central	myelin sheath	effect
Autoimmunity	myelin sheath	no_relation
myelin sheath	peripheral	effect
central	breakdown	no_relation
Autoimmunity	breakdown	no_relation
breakdown	peripheral	effect
cancer	signaling	no_relation
cancer	signaling	no_relation
protein translation	muscular dystrophy	no_relation
protein translation	muscular dystrophy	effect
signaling pathway	hepatitis	no_relation
signaling pathway	hepatitis	no_relation
signaling pathway	Hepatitis	no_relation
signaling pathway	Hepatitis	effect
Hepatitis	Signaling	no_relation
RNA interference	central	effect
RNAi	central	no_relation
central	RNAi	no_relation
central	RNAi	no_relation
severe	Transmembrane	no_relation
severe	Transmembrane	no_relation
Transmembrane	central	no_relation
severe	glycosylation	no_relation
severe	glycosylation	no_relation
glycosylation	central	no_relation
transport	diarrhea	no_relation
diarrhea	reverse transcription	no_relation
diarrhea	humoral immune response	effect
humoral immune response	diarrhea	no_relation
severe	membrane fusion	no_relation
severe	membrane fusion	no_relation
severe	FPs	no_relation
severe	membrane	no_relation
severe	membrane fusion	no_relation
Severe	viral membrane	no_relation
affected	viral membrane	no_relation
viral membrane	binding	no_relation
Severe	membrane	no_relation
affected	membrane	no_relation
membrane	binding	no_relation
Severe	transmembrane	effect
affected	transmembrane	no_relation
transmembrane	binding	no_relation
Severe	virion	no_relation
affected	virion	no_relation
virion	binding	no_relation
Severe	host cell	no_relation
affected	host cell	no_relation
host cell	binding	effect
cell-cell fusion	position	no_relation
cell-cell fusion	binding	effect
virion	position	no_relation
virion	binding	effect
position	membrane	effect
membrane	binding	no_relation
onset	signaling	effect
onset	viral shedding	no_relation
severe	post-translational modification	no_relation
severe	hydrolase activity	no_relation
severe	posttranslational modification	no_relation
severe	hydrolase activity	no_relation
chromatin	signaling	effect
signaling	recurrent	no_relation
chromatin	pathogenesis	no_relation
pathogenesis	recurrent	no_relation
chromatin	intracellular	no_relation
intracellular	recurrent	effect
chromatin	innate immune response	no_relation
innate immune response	recurrent	effect
chromatin	protein translation	no_relation
protein translation	recurrent	no_relation
chromatin	viral infection	no_relation
viral infection	recurrent	no_relation
chromatin	translation	no_relation
recurrent	translation	effect
chromatin	degradation	no_relation
recurrent	degradation	effect
chromatin	innate immunity	no_relation
recurrent	innate immunity	no_relation
innate immunity	Encephalitis	no_relation
innate immunity	Hepatitis	no_relation
innate immunity	Peritonitis	no_relation
innate immunity	severe	no_relation
severe	pathogenesis	effect
binding	pathogenesis	no_relation
binding	pathogenesis	effect
hepatitis	pathogenesis	no_relation
severe	pathogenesis	effect
pathogenesis	prolonged	no_relation
severe	cellular immune response	no_relation
pulmonary edema	cellular immune response	no_relation
cellular immune response	acute	effect
severe	pathogenesis	no_relation
pulmonary edema	pathogenesis	no_relation
pathogenesis	acute	no_relation
signaling pathway	cancer	effect
signaling pathway	tumor	no_relation
