Entity_1	Entity_2	Predicted_class
ECD	protein	effect
ECD	protein	effect
ECD	RNA	effect
ECD	rRNA	effect
ECD	RNA	no_relation
ECD	glyceraldehyde 3-phosphate	effect
ECD	protein	no_relation
ECD	protein	no_relation
ECD	RNA	no_relation
ECD	rRNA	no_relation
ECD	RNA	no_relation
ECD	glyceraldehyde 3-phosphate	effect
ECD	protein	no_relation
ECD	protein	no_relation
ECD	RNA	no_relation
ECD	rRNA	no_relation
ECD	RNA	no_relation
ECD	glyceraldehyde 3-phosphate	effect
ECD	protein	no_relation
ECD	protein	no_relation
ECD	RNA	no_relation
ECD	rRNA	no_relation
Cholera	water	effect
Cholera	camp	no_relation
Cholera	camp	no_relation
Cholera	camp	no_relation
cholera	camp	no_relation
cholera	camp	no_relation
cholera	camp	no_relation
cholera	camp	no_relation
cholera	camp	no_relation
cholera	camp	no_relation
cholera	camp	no_relation
cholera	camp	no_relation
influenza	reconcile	no_relation
influenza	reconcile	no_relation
influenza	reconcile	no_relation
Severe acute respiratory syndrome	proteins	no_relation
Severe acute respiratory syndrome	proteins	no_relation
Severe acute respiratory syndrome	disulfide	effect
Severe acute respiratory syndrome	role	effect
Severe acute respiratory syndrome	cysteine	effect
Severe acute respiratory syndrome	disulfide	effect
Severe acute respiratory syndrome	carboxyl-terminal residue	effect
influenza	ONE	no_relation
Severe Acute Respiratory Syndrome	ONE	no_relation
disease	ONE	no_relation
influenza	ONE	no_relation
virus infection	ONE	no_relation
Influenza	ONE	no_relation
influenza	protein	no_relation
influenza	antigen	no_relation
influenza	antigens	no_relation
Middle East Respiratory Syndrome	protein	no_relation
Middle East Respiratory Syndrome	antigen	no_relation
Middle East Respiratory Syndrome	antigens	no_relation
influenza	protein	no_relation
influenza	antigen	effect
influenza	antigens	effect
Middle East Respiratory Syndrome	protein	no_relation
Middle East Respiratory Syndrome	antigen	no_relation
Middle East Respiratory Syndrome	antigens	no_relation
Middle East Respiratory Syndrome	BAL	effect
Middle East Respiratory Syndrome	RNA	effect
Middle East Respiratory Syndrome	BAL	effect
Middle East Respiratory Syndrome	BAL	effect
Middle East Respiratory Syndrome	Interferon	effect
Middle East Respiratory Syndrome	dsRNA	effect
Middle East Respiratory Syndrome	antigen	no_relation
Middle East Respiratory Syndrome	antiviral	effect
Middle East Respiratory Syndrome	dsRNA	effect
Middle East Respiratory Syndrome	role	effect
rheumatoid arthritis	ion	no_relation
rheumatoid arthritis	role	no_relation
thrombocytopenia	ion	no_relation
thrombocytopenia	role	no_relation
hepatitis C	ion	no_relation
hepatitis C	role	no_relation
syndrome	ion	no_relation
syndrome	role	no_relation
syndrome	ion	no_relation
syndrome	role	effect
peritonitis	light	no_relation
peritonitis	diphyllin	no_relation
peritonitis	antiviral	no_relation
peritonitis	diphyllin	no_relation
peritonitis	diphyllin	no_relation
peritonitis	nanoparticles	no_relation
peritonitis	diphyllin	no_relation
peritonitis	antiviral	no_relation
peritonitis	diphyllin	no_relation
peritonitis	diphyllin	no_relation
peritonitis	cat	effect
peritonitis	cat	no_relation
gastroenteritis	cat	effect
gastroenteritis	cat	no_relation
peritonitis	cat	no_relation
peritonitis	cat	no_relation
disease	cat	no_relation
disease	cat	no_relation
disease	cat	no_relation
disease	cat	no_relation
virus infection	ADE	no_relation
virus infection	antiviral	no_relation
virus infection	inhibitors	no_relation
virus infection	antiviral	no_relation
cancer	antiviral	no_relation
cancer	inhibitors	effect
cancer	antiviral	no_relation
SARS	BMC	effect
SARS	protein	no_relation
SARS	proteins	no_relation
SARS	role	no_relation
SARS	protein	no_relation
SARS	protein	effect
SARS	proteins	effect
SARS	role	effect
SARS	protein	effect
SARS	protein	effect
SARS	amino acid	effect
SARS	protein	effect
SARS	protein	effect
SARS	protein	effect
syndrome	epitope	no_relation
syndrome	peptide	no_relation
syndrome	SPF	no_relation
syndrome	peptides	no_relation
syndrome	peptide	no_relation
syndrome	peptide	no_relation
syndrome	peptides	no_relation
syndrome	Pro	no_relation
syndrome	peptide	no_relation
syndrome	peptide	no_relation
syndrome	alanine	no_relation
syndrome	peptide	no_relation
syndrome	peptide	no_relation
syndrome	SPF	no_relation
syndrome	epitope	no_relation
avian influenza	peek	no_relation
disease	RNA	effect
disease	role	effect
influenza	home	effect
influenza	Antiviral	effect
influenza	antiviral	effect
influenza	home	effect
influenza	Antiviral	effect
influenza	antiviral	effect
Disease	home	effect
Disease	Antiviral	effect
Disease	antiviral	effect
influenza	home	no_relation
influenza	Antiviral	effect
influenza	antiviral	effect
influenza	home	effect
influenza	Antiviral	effect
influenza	antiviral	effect
influenza	home	effect
influenza	Antiviral	effect
influenza	antiviral	effect
dysentery	antiviral	no_relation
dysentery	ACCESS	no_relation
diarrhoea	antiviral	no_relation
diarrhoea	ACCESS	no_relation
bronchitis	antiviral	no_relation
bronchitis	ACCESS	no_relation
hepatitis B	amino acid	effect
hepatitis B	nucleic acids	effect
hepatitis B	role	effect
influenza	RNA	no_relation
influenza	ribavirin	no_relation
influenza	RNA	no_relation
influenza	ribavirin	no_relation
influenza	RNA	no_relation
influenza	ribavirin	no_relation
influenza	RNA	no_relation
influenza	ribavirin	no_relation
influenza	RNA	no_relation
influenza	ribavirin	no_relation
influenza	RNA	no_relation
influenza	ribavirin	no_relation
influenza	RNA	no_relation
influenza	ribavirin	no_relation
pneumonia	solution	effect
pneumonia	elements	no_relation
Pneumonia	solution	effect
Pneumonia	elements	effect
Infectious diarrhea	alpha	effect
diarrhea	alpha	effect
diarrhea	alpha	effect
diarrhea	alpha	effect
diarrhea	alpha	effect
diarrhea	alpha	no_relation
diarrhea	alpha	no_relation
disease	alpha	no_relation
diarrhea	alpha	effect
cancer	DNA	effect
cancer	acid	effect
cancer	DNA	effect
cancer	DNA	no_relation
cancer	DNA	no_relation
cancer	nitric oxide	effect
cancer	role	effect
cancer	DNA	effect
CRF	Alcohol	no_relation
CRF	alcohol	effect
CRF	alcohol	effect
CRF	drug	effect
CRF	Drug	no_relation
CRF	ACTH	no_relation
CRF	nucleus	no_relation
CRF	nucleus	no_relation
CRF	Aaa	effect
CRF	Taa	no_relation
influenza	ONE	no_relation
influenza	ONE	no_relation
Influenza	ONE	no_relation
hepatitis B	Resveratrol	effect
hepatitis B	drug	no_relation
hepatitis B	DNA	effect
hepatitis B	pathway	no_relation
carcinoma	Resveratrol	no_relation
carcinoma	drug	no_relation
carcinoma	DNA	effect
carcinoma	pathway	no_relation
hepatitis B	Resveratrol	no_relation
hepatitis B	drug	no_relation
hepatitis B	DNA	no_relation
hepatitis B	pathway	effect
hepatitis B	pathway	effect
hepatitis B infection	Resveratrol	no_relation
hepatitis B infection	drug	no_relation
hepatitis B infection	DNA	no_relation
hepatitis B infection	pathway	effect
hepatitis B infection	pathway	no_relation
Hepatitis B	DNA	no_relation
Hepatitis B	drugs	effect
Hepatitis B	interferon	effect
Hepatitis B	nucleoside	no_relation
Hepatitis B	nucleotide	no_relation
Hepatitis B	drugs	effect
Hepatitis B	DNA	effect
hepatitis B	DNA	no_relation
hepatitis B	drugs	no_relation
hepatitis B	interferon	no_relation
hepatitis B	nucleoside	no_relation
hepatitis B	nucleotide	no_relation
hepatitis B	drugs	no_relation
hepatitis B	DNA	effect
disease	Resveratrol	no_relation
disease	polyphenol	no_relation
disease	drugs	no_relation
disease	acyclovir	no_relation
disease	antioxidant	no_relation
virus infection	Resveratrol	no_relation
virus infection	polyphenol	no_relation
virus infection	drugs	no_relation
virus infection	acyclovir	no_relation
virus infection	antioxidant	no_relation
influenza	Resveratrol	no_relation
influenza	polyphenol	no_relation
influenza	drugs	no_relation
influenza	acyclovir	no_relation
SARS	Resveratrol	no_relation
SARS	polyphenol	no_relation
SARS	drugs	no_relation
SARS	acyclovir	no_relation
herpes simplex	Resveratrol	no_relation
herpes simplex	polyphenol	no_relation
herpes simplex	drugs	effect
herpes simplex	acyclovir	effect
herpes simplex	antioxidant	effect
hepatitis C	Resveratrol	no_relation
hepatitis C	polyphenol	no_relation
hepatitis C	drugs	no_relation
hepatitis C	acyclovir	no_relation
hepatitis C	antioxidant	no_relation
chronic hepatitis C	Resveratrol	no_relation
chronic hepatitis C	polyphenol	no_relation
chronic hepatitis C	drugs	no_relation
chronic hepatitis C	acyclovir	no_relation
chronic hepatitis C	antioxidant	no_relation
hepatitis B	role	no_relation
hepatitis B	DNA	effect
disease	effector	effect
disease	effector	effect
diarrhoea	antibiotics	no_relation
syndrome	antibiotics	no_relation
syndrome	antibiotics	no_relation
diarrhoea	antibiotics	no_relation
syndrome	antibiotics	effect
syndrome	antibiotics	no_relation
Diarrhoea	antibiotics	effect
diarrhoea	antibiotics	effect
Syndrome	antibiotics	no_relation
diarrhoea	antibiotics	effect
cancer	inhibitors	no_relation
cancer	ligand	no_relation
cancer	milestone	effect
cancer	cluster	no_relation
infectious disease	inhibitors	no_relation
infectious disease	ligand	no_relation
infectious disease	milestone	no_relation
infectious disease	cluster	no_relation
glucose intolerance	insulin	no_relation
glucose intolerance	glucose	effect
non-alcoholic fatty liver disease	fatty acid	no_relation
NAFLD	fatty acid	no_relation
influenza	probe	no_relation
influenza	nucleotide	no_relation
pneumonia	probe	no_relation
pneumonia	nucleotide	no_relation
rubella	probe	no_relation
rubella	nucleotide	no_relation
measles	probe	no_relation
measles	nucleotide	no_relation
influenza	probe	no_relation
influenza	nucleotide	no_relation
Influenza	ARI	no_relation
influenza	ARI	effect
Influenza	ARI	no_relation
Influenza	ARI	effect
Influenza	ARI	effect
Influenza	ARI	effect
Influenza	ARI	effect
influenza	ARI	no_relation
influenza	ARI	effect
influenza	ARI	effect
influenza	ARI	effect
influenza	ARI	effect
influenza	ARI	effect
influenza	ARI	effect
influenza	ARI	effect
influenza	ARI	effect
influenza	ARI	effect
Influenza	ARI	no_relation
Influenza	ARI	no_relation
Influenza	ARI	effect
Influenza	ARI	effect
Influenza	ARI	effect
influenza	ARI	no_relation
influenza	ARI	no_relation
influenza	ARI	no_relation
influenza	ARI	no_relation
influenza	ARI	effect
influenza	ARI	no_relation
influenza	ARI	no_relation
influenza	ARI	no_relation
influenza	ARI	no_relation
influenza	ARI	no_relation
influenza	Antiviral	no_relation
diarrhea	DNA	effect
diarrhea	DNA	effect
diarrhea	DNA	effect
diarrhea	DNA	no_relation
diarrhea	DNA	no_relation
diarrhea	DNA	no_relation
diarrhea	DNA	no_relation
diarrhea	DNA	no_relation
peritonitis	pet	effect
